?ingredient	?ingLab
<http://purl.obolibrary.org/obo/DRON_00017187>	Secobarbital
<http://purl.obolibrary.org/obo/DRON_00017221>	Endopeptidases
<http://purl.obolibrary.org/obo/DRON_00017218>	Amylases
<http://purl.obolibrary.org/obo/DRON_00016881>	CELLULASE
<http://purl.obolibrary.org/obo/DRON_00015449>	Oxamniquine
<http://purl.obolibrary.org/obo/DRON_00011302>	phenacemide
<http://purl.obolibrary.org/obo/DRON_00011818>	phensuximide
<http://purl.obolibrary.org/obo/DRON_00015754>	Diethylstilbestrol
<http://purl.obolibrary.org/obo/DRON_00016250>	Digitoxin
<http://purl.obolibrary.org/obo/DRON_00018133>	Bioflavonoids
<http://purl.obolibrary.org/obo/DRON_00017080>	guaiacolsulfonic acid
<http://purl.obolibrary.org/obo/DRON_00017855>	carbetapentane
<http://purl.obolibrary.org/obo/DRON_00015259>	magaldrate
<http://purl.obolibrary.org/obo/DRON_00016174>	caramiphen
<http://purl.obolibrary.org/obo/DRON_00018161>	magnesium trisilicate
<http://purl.obolibrary.org/obo/DRON_00017693>	efavirenz
<http://purl.obolibrary.org/obo/DRON_00017709>	telmisartan
<http://purl.obolibrary.org/obo/DRON_00014627>	celecoxib
<http://purl.obolibrary.org/obo/DRON_00011121>	modafinil
<http://purl.obolibrary.org/obo/DRON_00011113>	miglitol
<http://purl.obolibrary.org/obo/DRON_00016298>	Levorotatory alkaloids of belladonna
<http://purl.obolibrary.org/obo/DRON_00014092>	propiverine
<http://purl.obolibrary.org/obo/DRON_00014094>	zotepine
<http://purl.obolibrary.org/obo/DRON_00014288>	IRON BILE SALTS
<http://purl.obolibrary.org/obo/DRON_00014296>	ethoheptazine
<http://purl.obolibrary.org/obo/DRON_00014299>	zomepirac
<http://purl.obolibrary.org/obo/DRON_00016664>	Magnesium salt
<http://purl.obolibrary.org/obo/DRON_00013999>	Soy protein-iron complex
<http://purl.obolibrary.org/obo/DRON_00012871>	Wheat germ oil
<http://purl.obolibrary.org/obo/DRON_00016981>	Intrinsic factor
<http://purl.obolibrary.org/obo/DRON_00016889>	Activated Charcoal
<http://purl.obolibrary.org/obo/DRON_00013452>	Ipecac
<http://purl.obolibrary.org/obo/DRON_00014402>	Adrenal cortex extract
<http://purl.obolibrary.org/obo/DRON_00017492>	Glutathione
<http://purl.obolibrary.org/obo/DRON_00017602>	Pyridoxal
<http://purl.obolibrary.org/obo/DRON_00012298>	norgestimate
<http://purl.obolibrary.org/obo/DRON_00012328>	octanoic acid
<http://purl.obolibrary.org/obo/DRON_00015650>	MAGNESIUM GLUCONATE
<http://purl.obolibrary.org/obo/DRON_00018446>	Yellow phenolphthalein
<http://purl.obolibrary.org/obo/DRON_00017991>	Valine
<http://purl.obolibrary.org/obo/DRON_00014170>	Desogestrel
<http://purl.obolibrary.org/obo/DRON_00018543>	Prune preparation
<http://purl.obolibrary.org/obo/DRON_00017974>	Diosmin
<http://purl.obolibrary.org/obo/DRON_00013569>	Pygeum Africanum Preparation
<http://purl.obolibrary.org/obo/DRON_00011111>	Mibefradil
<http://purl.obolibrary.org/obo/DRON_00018660>	Kava preparation
<http://purl.obolibrary.org/obo/DRON_00018911>	Pumpkin seed oil extract
<http://purl.obolibrary.org/obo/DRON_00019101>	Milk thistle extract
<http://purl.obolibrary.org/obo/DRON_00017796>	Chaste tree preparation
<http://purl.obolibrary.org/obo/DRON_00012591>	isometheptene
<http://purl.obolibrary.org/obo/DRON_00011504>	rifapentine
<http://purl.obolibrary.org/obo/DRON_00018392>	BORON CITRATE
<http://purl.obolibrary.org/obo/DRON_00016121>	abacavir
<http://purl.obolibrary.org/obo/DRON_00012729>	Amprenavir
<http://purl.obolibrary.org/obo/DRON_00013510>	trisulfapyrimidine
<http://purl.obolibrary.org/obo/DRON_00010405>	Carbarson
<http://purl.obolibrary.org/obo/DRON_00012429>	Estrogens
<http://purl.obolibrary.org/obo/DRON_00011209>	Norethynodrel
<http://purl.obolibrary.org/obo/DRON_00011660>	Thyroglobulin
<http://purl.obolibrary.org/obo/DRON_00014853>	Erythrityl Tetranitrate
<http://purl.obolibrary.org/obo/DRON_00015842>	Sodium Nitrite
<http://purl.obolibrary.org/obo/DRON_00018564>	Veratrum Viride Preparation
<http://purl.obolibrary.org/obo/DRON_00014756>	Cholestyramine Resin
<http://purl.obolibrary.org/obo/DRON_00017159>	Noscapine
<http://purl.obolibrary.org/obo/DRON_00017720>	Casanthranol
<http://purl.obolibrary.org/obo/DRON_00018146>	Carboxymethylcellulose
<http://purl.obolibrary.org/obo/DRON_00016663>	Poloxamer
<http://purl.obolibrary.org/obo/DRON_00014797>	Anisotropine
<http://purl.obolibrary.org/obo/DRON_00017109>	buclizine
<http://purl.obolibrary.org/obo/DRON_00012951>	Bile Salts
<http://purl.obolibrary.org/obo/DRON_00016795>	Ox bile extract
<http://purl.obolibrary.org/obo/DRON_00010150>	acetophenazine
<http://purl.obolibrary.org/obo/DRON_00012474>	Promazine
<http://purl.obolibrary.org/obo/DRON_00012590>	acecarbromal
<http://purl.obolibrary.org/obo/DRON_00015438>	Pentylenetetrazole
<http://purl.obolibrary.org/obo/DRON_00014587>	calcium orotate
<http://purl.obolibrary.org/obo/DRON_00014282>	bone meal
<http://purl.obolibrary.org/obo/DRON_00017617>	magnesium orotate
<http://purl.obolibrary.org/obo/DRON_00018252>	manganese sulfate
<http://purl.obolibrary.org/obo/DRON_00011418>	Potassium Orotate
<http://purl.obolibrary.org/obo/DRON_00016107>	Zinc Orotate
<http://purl.obolibrary.org/obo/DRON_00013604>	Proteins
<http://purl.obolibrary.org/obo/DRON_00017591>	linoleate
<http://purl.obolibrary.org/obo/DRON_00018295>	ALFALFA OIL
<http://purl.obolibrary.org/obo/DRON_00010822>	allyl sulfide
<http://purl.obolibrary.org/obo/DRON_00016575>	Liver Extract
<http://purl.obolibrary.org/obo/DRON_00012448>	LIVER,DESICCATED
<http://purl.obolibrary.org/obo/DRON_00012636>	FERROUS ASPARTATE
<http://purl.obolibrary.org/obo/DRON_00013616>	acetanilide
<http://purl.obolibrary.org/obo/DRON_00012121>	Fiber
<http://purl.obolibrary.org/obo/DRON_00014291>	dihydroxyaluminum aminoacetate
<http://purl.obolibrary.org/obo/DRON_00016543>	Dehydrocholate
<http://purl.obolibrary.org/obo/DRON_00017004>	Procyclidine
<http://purl.obolibrary.org/obo/DRON_00017955>	Calcium ascorbate
<http://purl.obolibrary.org/obo/DRON_00017115>	pyrvinium
<http://purl.obolibrary.org/obo/DRON_00011382>	piperacetazine
<http://purl.obolibrary.org/obo/DRON_00018329>	Carica Papaya preparation
<http://purl.obolibrary.org/obo/DRON_00011634>	Novobiocin
<http://purl.obolibrary.org/obo/DRON_00014871>	Medrogestone
<http://purl.obolibrary.org/obo/DRON_00011424>	prenylamine lactate
<http://purl.obolibrary.org/obo/DRON_00012675>	phenobarbital quinidine
<http://purl.obolibrary.org/obo/DRON_00010565>	Debrisoquin
<http://purl.obolibrary.org/obo/DRON_00012895>	ajmalicine
<http://purl.obolibrary.org/obo/DRON_00014963>	fonazine
<http://purl.obolibrary.org/obo/DRON_00014936>	Fenoterol
<http://purl.obolibrary.org/obo/DRON_00011378>	pinaverium
<http://purl.obolibrary.org/obo/DRON_00016028>	Trimebutine
<http://purl.obolibrary.org/obo/DRON_00018210>	homatropine
<http://purl.obolibrary.org/obo/DRON_00017183>	Isopropamide
<http://purl.obolibrary.org/obo/DRON_00017825>	Meclizine
<http://purl.obolibrary.org/obo/DRON_00012598>	Anethole Trithione
<http://purl.obolibrary.org/obo/DRON_00018286>	Pepsin A
<http://purl.obolibrary.org/obo/DRON_00016465>	Deoxycholate
<http://purl.obolibrary.org/obo/DRON_00010801>	Flupenthixol
<http://purl.obolibrary.org/obo/DRON_00014551>	butobarbital
<http://purl.obolibrary.org/obo/DRON_00010972>	Lobeline
<http://purl.obolibrary.org/obo/DRON_00010787>	floctafenine
<http://purl.obolibrary.org/obo/DRON_00010226>	anileridine
<http://purl.obolibrary.org/obo/DRON_00015292>	Mephenesin
<http://purl.obolibrary.org/obo/DRON_00017030>	Pizotyline
<http://purl.obolibrary.org/obo/DRON_00018566>	alpha-glucoheptonic acid, magnesium salt (2:1)
<http://purl.obolibrary.org/obo/DRON_00010763>	Ferrous Ascorbate
<http://purl.obolibrary.org/obo/DRON_00010143>	Acenocoumarol
<http://purl.obolibrary.org/obo/DRON_00015520>	Pefloxacin
<http://purl.obolibrary.org/obo/DRON_00013983>	quinfamide
<http://purl.obolibrary.org/obo/DRON_00010815>	Fosfomycin
<http://purl.obolibrary.org/obo/DRON_00011183>	nifuroxazide
<http://purl.obolibrary.org/obo/DRON_00015944>	Thiamphenicol
<http://purl.obolibrary.org/obo/DRON_00012691>	Sulfamoxole
<http://purl.obolibrary.org/obo/DRON_00016671>	Chlormadinone
<http://purl.obolibrary.org/obo/DRON_00014890>	Lynestrenol
<http://purl.obolibrary.org/obo/DRON_00010167>	Allylestrenol
<http://purl.obolibrary.org/obo/DRON_00010752>	Fendiline
<http://purl.obolibrary.org/obo/DRON_00015200>	Ketanserin
<http://purl.obolibrary.org/obo/DRON_00015440>	norfenefrine
<http://purl.obolibrary.org/obo/DRON_00010285>	benzarone
<http://purl.obolibrary.org/obo/DRON_00014565>	buflomedil
<http://purl.obolibrary.org/obo/DRON_00015378>	Nafronyl
<http://purl.obolibrary.org/obo/DRON_00017136>	isothipendyl
<http://purl.obolibrary.org/obo/DRON_00010457>	chloropyramine
<http://purl.obolibrary.org/obo/DRON_00017034>	Ketotifen
<http://purl.obolibrary.org/obo/DRON_00017126>	dipropizine
<http://purl.obolibrary.org/obo/DRON_00017131>	zipeprol
<http://purl.obolibrary.org/obo/DRON_00017037>	Ambroxol
<http://purl.obolibrary.org/obo/DRON_00013968>	Clenbuterol
<http://purl.obolibrary.org/obo/DRON_00013060>	tulobuterol
<http://purl.obolibrary.org/obo/DRON_00018211>	picosulfate sodium
<http://purl.obolibrary.org/obo/DRON_00015626>	prifinium
<http://purl.obolibrary.org/obo/DRON_00015644>	propinox
<http://purl.obolibrary.org/obo/DRON_00010900>	Hymecromone
<http://purl.obolibrary.org/obo/DRON_00013511>	silybin
<http://purl.obolibrary.org/obo/DRON_00011181>	Nifuratel
<http://purl.obolibrary.org/obo/DRON_00011638>	tetrazepam
<http://purl.obolibrary.org/obo/DRON_00010369>	butriptyline
<http://purl.obolibrary.org/obo/DRON_00010508>	clobenzorex
<http://purl.obolibrary.org/obo/DRON_00015411>	Nicergoline
<http://purl.obolibrary.org/obo/DRON_00017165>	Pyrithioxin
<http://purl.obolibrary.org/obo/DRON_00016087>	Vincamine
<http://purl.obolibrary.org/obo/DRON_00010834>	glucametacin
<http://purl.obolibrary.org/obo/DRON_00010360>	bumadizone
<http://purl.obolibrary.org/obo/DRON_00012689>	Tolperisone
<http://purl.obolibrary.org/obo/DRON_00011544>	serratiopeptidase
<http://purl.obolibrary.org/obo/DRON_00010577>	Deslanoside
<http://purl.obolibrary.org/obo/DRON_00011910>	Biperiden
<http://purl.obolibrary.org/obo/DRON_00015181>	secnidazole
<http://purl.obolibrary.org/obo/DRON_00010515>	cloprednol
<http://purl.obolibrary.org/obo/DRON_00016725>	Phenformin
<http://purl.obolibrary.org/obo/DRON_00011686>	tolrestat
<http://purl.obolibrary.org/obo/DRON_00014987>	Gallopamil
<http://purl.obolibrary.org/obo/DRON_00010740>	etofamide
<http://purl.obolibrary.org/obo/DRON_00015859>	sulfametrole
<http://purl.obolibrary.org/obo/DRON_00016711>	Flunarizine
<http://purl.obolibrary.org/obo/DRON_00010169>	aloglutamol
<http://purl.obolibrary.org/obo/DRON_00017024>	belladonna extract, USP
<http://purl.obolibrary.org/obo/DRON_00016481>	Pipemidate
<http://purl.obolibrary.org/obo/DRON_00015414>	Nitrendipine
<http://purl.obolibrary.org/obo/DRON_00011273>	Paramethasone
<http://purl.obolibrary.org/obo/DRON_00014330>	Bencyclane
<http://purl.obolibrary.org/obo/DRON_00011266>	Bile fluid
<http://purl.obolibrary.org/obo/DRON_00018105>	tioconazole
<http://purl.obolibrary.org/obo/DRON_00010725>	ethyl loflazepate
<http://purl.obolibrary.org/obo/DRON_00011287>	Penfluridol
<http://purl.obolibrary.org/obo/DRON_00010354>	brotizolam
<http://purl.obolibrary.org/obo/DRON_00010200>	aminohydroxybutyric acid
<http://purl.obolibrary.org/obo/DRON_00017641>	Dipyrone
<http://purl.obolibrary.org/obo/DRON_00015408>	nimesulide
<http://purl.obolibrary.org/obo/DRON_00011118>	Miocamycin
<http://purl.obolibrary.org/obo/DRON_00011186>	nifurzide
<http://purl.obolibrary.org/obo/DRON_00010826>	Gestodene
<http://purl.obolibrary.org/obo/DRON_00015891>	buthiazide
<http://purl.obolibrary.org/obo/DRON_00014915>	Etilefrine
<http://purl.obolibrary.org/obo/DRON_00014844>	fominoben
<http://purl.obolibrary.org/obo/DRON_00011383>	piperidolate
<http://purl.obolibrary.org/obo/DRON_00010743>	amidoline
<http://purl.obolibrary.org/obo/DRON_00015635>	Proglumide
<http://purl.obolibrary.org/obo/DRON_00011770>	veralipride
<http://purl.obolibrary.org/obo/DRON_00010651>	pramiverine
<http://purl.obolibrary.org/obo/DRON_00010286>	Benzbromarone
<http://purl.obolibrary.org/obo/DRON_00012797>	asiaticoside
<http://purl.obolibrary.org/obo/DRON_00015994>	tribenoside
<http://purl.obolibrary.org/obo/DRON_00018444>	Cerium oxalate
<http://purl.obolibrary.org/obo/DRON_00015127>	bismuth subnitrate
<http://purl.obolibrary.org/obo/DRON_00018617>	Asafetida extract
<http://purl.obolibrary.org/obo/DRON_00015618>	calcium polycarbophil
<http://purl.obolibrary.org/obo/DRON_00011653>	thiopropazate
<http://purl.obolibrary.org/obo/DRON_00012852>	alloin
<http://purl.obolibrary.org/obo/DRON_00011654>	thioproperazine
<http://purl.obolibrary.org/obo/DRON_00017990>	Leucine
<http://purl.obolibrary.org/obo/DRON_00010825>	Germanium
<http://purl.obolibrary.org/obo/DRON_00017031>	dichloralphenazone
<http://purl.obolibrary.org/obo/DRON_00012635>	Ethisterone
<http://purl.obolibrary.org/obo/DRON_00018102>	magnesium citrate
<http://purl.obolibrary.org/obo/DRON_00014399>	adiphenine
<http://purl.obolibrary.org/obo/DRON_00011492>	Remoxipride
<http://purl.obolibrary.org/obo/DRON_00016715>	Xanthinol
<http://purl.obolibrary.org/obo/DRON_00017152>	Inosine Pranobex
<http://purl.obolibrary.org/obo/DRON_00014833>	moroxydine
<http://purl.obolibrary.org/obo/DRON_00011575>	spirapril
<http://purl.obolibrary.org/obo/DRON_00011717>	Trifluperidol
<http://purl.obolibrary.org/obo/DRON_00015315>	Carnitine
<http://purl.obolibrary.org/obo/DRON_00014126>	Zuclopenthixol
<http://purl.obolibrary.org/obo/DRON_00015652>	Potassium tartrate
<http://purl.obolibrary.org/obo/DRON_00015338>	Methylergonovine
<http://purl.obolibrary.org/obo/DRON_00017811>	Ketorolac
<http://purl.obolibrary.org/obo/DRON_00014709>	Clonixin
<http://purl.obolibrary.org/obo/DRON_00011047>	meprednisone
<http://purl.obolibrary.org/obo/DRON_00015634>	proglumetacin
<http://purl.obolibrary.org/obo/DRON_00013524>	lomifylline
<http://purl.obolibrary.org/obo/DRON_00015692>	Dihydroergocristine
<http://purl.obolibrary.org/obo/DRON_00015412>	idebenone
<http://purl.obolibrary.org/obo/DRON_00010518>	clothiapine
<http://purl.obolibrary.org/obo/DRON_00016531>	Cynara Preparation
<http://purl.obolibrary.org/obo/DRON_00017111>	glubionate calcium
<http://purl.obolibrary.org/obo/DRON_00017081>	Ethylmorphine
<http://purl.obolibrary.org/obo/DRON_00014460>	brovanexine
<http://purl.obolibrary.org/obo/DRON_00010616>	Dihydroergotoxine
<http://purl.obolibrary.org/obo/DRON_00017909>	Mineral Oil
<http://purl.obolibrary.org/obo/DRON_00010597>	diacetylrhein
<http://purl.obolibrary.org/obo/DRON_00010302>	bifemelane
<http://purl.obolibrary.org/obo/DRON_00015629>	pangamic acid
<http://purl.obolibrary.org/obo/DRON_00016714>	DOBESILIC ACID
<http://purl.obolibrary.org/obo/DRON_00011482>	quinagolide
<http://purl.obolibrary.org/obo/DRON_00011422>	Prazepam
<http://purl.obolibrary.org/obo/DRON_00010978>	lomefloxacin
<http://purl.obolibrary.org/obo/DRON_00011099>	Medigoxin
<http://purl.obolibrary.org/obo/DRON_00017896>	potassium bicarbonate
<http://purl.obolibrary.org/obo/DRON_00018317>	GARLIC POWDER
<http://purl.obolibrary.org/obo/DRON_00015162>	isoconazole
<http://purl.obolibrary.org/obo/DRON_00016702>	troxerutin
<http://purl.obolibrary.org/obo/DRON_00012838>	pamidronate
<http://purl.obolibrary.org/obo/DRON_00017539>	Loratadine
<http://purl.obolibrary.org/obo/DRON_00015971>	tiratricol
<http://purl.obolibrary.org/obo/DRON_00011439>	prolintane
<http://purl.obolibrary.org/obo/DRON_00014801>	camylofine
<http://purl.obolibrary.org/obo/DRON_00019894>	Citicoline
<http://purl.obolibrary.org/obo/DRON_00013529>	noradrenaline theophylline
<http://purl.obolibrary.org/obo/DRON_00013530>	cafedrine
<http://purl.obolibrary.org/obo/DRON_00010974>	Lofepramine
<http://purl.obolibrary.org/obo/DRON_00011196>	Nisoldipine
<http://purl.obolibrary.org/obo/DRON_00014774>	Dihydralazine
<http://purl.obolibrary.org/obo/DRON_00010909>	Indoramin
<http://purl.obolibrary.org/obo/DRON_00014611>	cathine
<http://purl.obolibrary.org/obo/DRON_00010441>	ceftibuten
<http://purl.obolibrary.org/obo/DRON_00018557>	Ginsenoside
<http://purl.obolibrary.org/obo/DRON_00010981>	triazulenone
<http://purl.obolibrary.org/obo/DRON_00018323>	Protamone
<http://purl.obolibrary.org/obo/DRON_00015773>	roxatidine
<http://purl.obolibrary.org/obo/DRON_00010195>	amineptin
<http://purl.obolibrary.org/obo/DRON_00015500>	pentifylline
<http://purl.obolibrary.org/obo/DRON_00017074>	Chlormethiazole
<http://purl.obolibrary.org/obo/DRON_00016496>	Ursodeoxycholate
<http://purl.obolibrary.org/obo/DRON_00017185>	Nicotinyl Alcohol
<http://purl.obolibrary.org/obo/DRON_00017040>	isoaminile
<http://purl.obolibrary.org/obo/DRON_00015427>	nitroxoline
<http://purl.obolibrary.org/obo/DRON_00015943>	Tilidine
<http://purl.obolibrary.org/obo/DRON_00017151>	Hexoprenaline
<http://purl.obolibrary.org/obo/DRON_00014492>	Benperidol
<http://purl.obolibrary.org/obo/DRON_00014488>	benorilate
<http://purl.obolibrary.org/obo/DRON_00016079>	Viloxazine
<http://purl.obolibrary.org/obo/DRON_00015286>	menadiol
<http://purl.obolibrary.org/obo/DRON_00016710>	Heptaminol
<http://purl.obolibrary.org/obo/DRON_00015767>	Silymarin
<http://purl.obolibrary.org/obo/DRON_00014129>	Heroin
<http://purl.obolibrary.org/obo/DRON_00017502>	Granisetron
<http://purl.obolibrary.org/obo/DRON_00011132>	moxonidine
<http://purl.obolibrary.org/obo/DRON_00010520>	cloxazolam
<http://purl.obolibrary.org/obo/DRON_00015796>	clebopride
<http://purl.obolibrary.org/obo/DRON_00012655>	nomegestrol
<http://purl.obolibrary.org/obo/DRON_00017140>	oxeladin
<http://purl.obolibrary.org/obo/DRON_00010237>	Apazone
<http://purl.obolibrary.org/obo/DRON_00012706>	Bisacodyl
<http://purl.obolibrary.org/obo/DRON_00011612>	talniflumate
<http://purl.obolibrary.org/obo/DRON_00010191>	amezinium
<http://purl.obolibrary.org/obo/DRON_00010966>	Lisuride
<http://purl.obolibrary.org/obo/DRON_00013656>	Dextromoramide
<http://purl.obolibrary.org/obo/DRON_00010164>	alizapride
<http://purl.obolibrary.org/obo/DRON_00014118>	octylonium
<http://purl.obolibrary.org/obo/DRON_00010530>	cortivazol
<http://purl.obolibrary.org/obo/DRON_00011443>	Promegestone
<http://purl.obolibrary.org/obo/DRON_00014464>	aniracetam
<http://purl.obolibrary.org/obo/DRON_00015361>	Molsidomine
<http://purl.obolibrary.org/obo/DRON_00010968>	lithium citrate
<http://purl.obolibrary.org/obo/DRON_00016950>	Trospium
<http://purl.obolibrary.org/obo/DRON_00010351>	bromperidol
<http://purl.obolibrary.org/obo/DRON_00010178>	Aluminum aspirin
<http://purl.obolibrary.org/obo/DRON_00011781>	vinpocetine
<http://purl.obolibrary.org/obo/DRON_00010747>	febuprol
<http://purl.obolibrary.org/obo/DRON_00015868>	sultamicillin
<http://purl.obolibrary.org/obo/DRON_00015403>	Niflumic Acid
<http://purl.obolibrary.org/obo/DRON_00012653>	Nicardipine
<http://purl.obolibrary.org/obo/DRON_00018665>	Butethamate
<http://purl.obolibrary.org/obo/DRON_00014932>	flubendazole
<http://purl.obolibrary.org/obo/DRON_00012544>	Styramate
<http://purl.obolibrary.org/obo/DRON_00010401>	Canthaxanthin
<http://purl.obolibrary.org/obo/DRON_00015681>	propyphenazone
<http://purl.obolibrary.org/obo/DRON_00015837>	tetroxoprim
<http://purl.obolibrary.org/obo/DRON_00016082>	vinburnine
<http://purl.obolibrary.org/obo/DRON_00010477>	chromocarb diethylamine
<http://purl.obolibrary.org/obo/DRON_00015749>	Aloe Extract
<http://purl.obolibrary.org/obo/DRON_00017084>	teferrol
<http://purl.obolibrary.org/obo/DRON_00018324>	METHYLENEDIOXYCINNAMIC ACID
<http://purl.obolibrary.org/obo/DRON_00017164>	Procaterol
<http://purl.obolibrary.org/obo/DRON_00018028>	Sulfamethazine
<http://purl.obolibrary.org/obo/DRON_00011784>	Xamoterol
<http://purl.obolibrary.org/obo/DRON_00010449>	Cerivastatin sodium
<http://purl.obolibrary.org/obo/DRON_00013930>	Hydroxyestrones
<http://purl.obolibrary.org/obo/DRON_00012734>	Vitamin K 3
<http://purl.obolibrary.org/obo/DRON_00018058>	phosphatidylserine
<http://purl.obolibrary.org/obo/DRON_00018466>	IOPANOATE SODIUM
<http://purl.obolibrary.org/obo/DRON_00010680>	ebastine
<http://purl.obolibrary.org/obo/DRON_00010323>	BISMUTH HYDROXIDE
<http://purl.obolibrary.org/obo/DRON_00017075>	ambroxol-theophylline-7-acetate
<http://purl.obolibrary.org/obo/DRON_00016883>	fenipentol
<http://purl.obolibrary.org/obo/DRON_00011563>	bismuth carbonate
<http://purl.obolibrary.org/obo/DRON_00017812>	Castor Oil
<http://purl.obolibrary.org/obo/DRON_00011719>	triflusal
<http://purl.obolibrary.org/obo/DRON_00010275>	benfluorex
<http://purl.obolibrary.org/obo/DRON_00015157>	ipriflavone
<http://purl.obolibrary.org/obo/DRON_00015448>	oxaceprol
<http://purl.obolibrary.org/obo/DRON_00014405>	Almitrine
<http://purl.obolibrary.org/obo/DRON_00015892>	Tegafur
<http://purl.obolibrary.org/obo/DRON_00011615>	Uracil
<http://purl.obolibrary.org/obo/DRON_00016031>	Trimetazidine
<http://purl.obolibrary.org/obo/DRON_00018556>	TRIMETHOXYBENZENE
<http://purl.obolibrary.org/obo/DRON_00016032>	Phloroglucinol
<http://purl.obolibrary.org/obo/DRON_00011664>	tianeptine
<http://purl.obolibrary.org/obo/DRON_00010480>	cicloxilic acid
<http://purl.obolibrary.org/obo/DRON_00015511>	Pentoxifylline
<http://purl.obolibrary.org/obo/DRON_00013728>	cyclonium
<http://purl.obolibrary.org/obo/DRON_00015300>	Vanadium
<http://purl.obolibrary.org/obo/DRON_00014479>	Pyridinolcarbamate
<http://purl.obolibrary.org/obo/DRON_00015631>	PROCYANIDOLIC OLIGOMER
<http://purl.obolibrary.org/obo/DRON_00014939>	fenproporex
<http://purl.obolibrary.org/obo/DRON_00018738>	Gotu Kola Extract
<http://purl.obolibrary.org/obo/DRON_00018623>	Angelica sinensis preparation
<http://purl.obolibrary.org/obo/DRON_00010783>	feverfew extract
<http://purl.obolibrary.org/obo/DRON_00019388>	Horse Chestnut Preparation
<http://purl.obolibrary.org/obo/DRON_00013762>	Black Cohosh Extract
<http://purl.obolibrary.org/obo/DRON_00019218>	Green Tea Extract
<http://purl.obolibrary.org/obo/DRON_00013304>	Wild yam extract
<http://purl.obolibrary.org/obo/DRON_00011523>	Schizandra preparation
<http://purl.obolibrary.org/obo/DRON_00018816>	Bearberry preparation
<http://purl.obolibrary.org/obo/DRON_00015059>	Guarana preparation
<http://purl.obolibrary.org/obo/DRON_00018314>	Euphrasia officinalis preparation
<http://purl.obolibrary.org/obo/DRON_00017799>	Devil's claw preparation
<http://purl.obolibrary.org/obo/DRON_00014621>	Cefatrizine
<http://purl.obolibrary.org/obo/DRON_00017646>	Hops extract
<http://purl.obolibrary.org/obo/DRON_00012696>	Salicin extract
<http://purl.obolibrary.org/obo/DRON_00015946>	thiocolchicoside
<http://purl.obolibrary.org/obo/DRON_00014104>	Ispaghula husk
<http://purl.obolibrary.org/obo/DRON_00013437>	hemicellulase
<http://purl.obolibrary.org/obo/DRON_00015147>	leucocyanidin
<http://purl.obolibrary.org/obo/DRON_00016940>	Adenosine Triphosphate
<http://purl.obolibrary.org/obo/DRON_00016331>	beta Sitosterol
<http://purl.obolibrary.org/obo/DRON_00018268>	ZINC CITRATE
<http://purl.obolibrary.org/obo/DRON_00012250>	GRAPEFRUIT EXTRACT
<http://purl.obolibrary.org/obo/DRON_00012249>	Lipotropic Agents
<http://purl.obolibrary.org/obo/DRON_00017784>	Shark liver oil
<http://purl.obolibrary.org/obo/DRON_00016316>	plant stanol ester
<http://purl.obolibrary.org/obo/DRON_00012188>	POTASSIUM,CHELATED
<http://purl.obolibrary.org/obo/DRON_00017677>	red yeast rice
<http://purl.obolibrary.org/obo/DRON_00012086>	chaste berry extract
<http://purl.obolibrary.org/obo/DRON_00019023>	Maca preparation
<http://purl.obolibrary.org/obo/DRON_00018370>	Elderberry preparation
<http://purl.obolibrary.org/obo/DRON_00012229>	Yucca extract
<http://purl.obolibrary.org/obo/DRON_00018167>	soy protein isolate
<http://purl.obolibrary.org/obo/DRON_00016359>	Ginkgo Biloba Leaf Extract
<http://purl.obolibrary.org/obo/DRON_00013840>	pine bark extract
<http://purl.obolibrary.org/obo/DRON_00012051>	Black cohosh root extract
<http://purl.obolibrary.org/obo/DRON_00012055>	BUTTON MUSHROOM EXTRACT
<http://purl.obolibrary.org/obo/DRON_00018711>	Aloe vera preparation
<http://purl.obolibrary.org/obo/DRON_00013975>	alosetron
<http://purl.obolibrary.org/obo/DRON_00015753>	Plantago Seed
<http://purl.obolibrary.org/obo/DRON_00017167>	Phytic Acid
<http://purl.obolibrary.org/obo/DRON_00013695>	Yohimbe bark preparation
<http://purl.obolibrary.org/obo/DRON_00012291>	Dandelion Extract
<http://purl.obolibrary.org/obo/DRON_00018576>	Urtica preparation
<http://purl.obolibrary.org/obo/DRON_00012290>	Damiana extract
<http://purl.obolibrary.org/obo/DRON_00012075>	Cayenne
<http://purl.obolibrary.org/obo/DRON_00015929>	Thymus Gland-Calf
<http://purl.obolibrary.org/obo/DRON_00018416>	Banana Extract
<http://purl.obolibrary.org/obo/DRON_00018415>	Watermelon Preparation
<http://purl.obolibrary.org/obo/DRON_00010092>	ASTRAGALUS ROOT
<http://purl.obolibrary.org/obo/DRON_00012297>	ENZYMES,DIGESTIVE (PLANT)
<http://purl.obolibrary.org/obo/DRON_00018226>	Lactobacillus acidophilus
<http://purl.obolibrary.org/obo/DRON_00016352>	fructooligosaccharide
<http://purl.obolibrary.org/obo/DRON_00018400>	HORSE CHESTNUT SEED
<http://purl.obolibrary.org/obo/DRON_00012946>	ECHINACEA ANGUSTIFOLIA Extract
<http://purl.obolibrary.org/obo/DRON_00018659>	Passion flower extract
<http://purl.obolibrary.org/obo/DRON_00018417>	Skullcap preparation
<http://purl.obolibrary.org/obo/DRON_00018411>	Siberian ginseng preparation
